,word_ru,value
2699,эгоистичный,-3
2700,эгоизм,-3
2701,предложение,-2
2702,приговорен,-2
2703,предложения,-2
2704,вынесение приговора,-2
2705,безмятежный,2
2706,поселок,1
2707,населенные пункты,1
2708,тяжелый,-2
2709,строго,-2
2710,сексист,-2
2711,сексистский,-2
2712,сексуальный,3
2713,шаткий,-2
2714,стыд,-2
2715,пристыженный,-2
2716,постыдный,-2
2717,доля,1
2718,общий,1
2719,акции,1
2720,разбитый,-2
2721,дерьмо,-4
2722,придурок,-4
2723,дерьмовый,-3
2724,шок,-2
2725,потрясенный,-2
2726,шокирующий,-2
2727,потрясения,-2
2728,убогий,-2
2729,стрелять,-1
2730,недальновидный,-2
2731,близорукость,-2
2732,нехватка,-2
2733,нехватка,-2
2734,землеройка,-4
2735,застенчивый,-1
2736,больной,-2
2737,болезнь,-2
2738,побочный эффект,-2
2739,побочные эффекты,-2
2740,вздох,-2
2741,значимость,1
2742,значительный,1
2743,заглушить,-1
2744,глупый,-1
2745,простота,1
2746,без,-2
2747,искренний,2
2748,искренне,2
2749,искренний,2
2750,искренность,2
2751,грешный,-3
2752,целеустремленный,-2
2753,зловещий,-2
2754,грехи,-2
2755,скептик,-2
2756,скептический,-2
2757,скептицизм,-2
2758,скептики,-2
2759,хлопнуть,-2
2760,слэш,-2
2761,порезанный,-2
2762,косые черты,-2
2763,рубящий,-2
2764,раб,-3
2765,рабство,-3
2766,рабы,-3
2767,бессонница,-2
2768,ловкий,2
2769,пижон,2
2770,самый хитрый,2
2771,соскальзывать,-1
2772,небрежный,-2
2773,вялый,-2
2774,сползание,-1
2775,шлюха,-5
2776,умная,1
2777,умнее,2
2778,самый умный,2
2779,мазок,-2
2780,улыбка,2
2781,улыбнулся,2
2782,улыбается,2
2783,улыбающийся,2
2784,смог,-2
2785,провозить контрабандой,-2
2786,контрабандой,-2
2787,контрабанда,-2
2788,контрабанда,-2
2789,подлый,-1
2790,чихать,-2
2791,чихнул,-2
2792,чихает,-2
2793,чихание,-2
2794,пренебрежительно,-2
2795,пренебрежительно,-2
2796,пренебрежительное отношение,-2
2797,пренебрежение,-2
2798,отрезвляющий,1
2799,торжественный,-1
2800,твердый,2
2801,солидарность,2
2802,затвердевший,2
2803,затвердевает,2
2804,затвердеть,2
2805,затвердевание,2
2806,решение,1
2807,решения,1
2808,решить,1
2809,решено,1
2810,решает,1
2811,решение,1
2812,мрачный,-2
2813,какой-то,0
2814,Сукин сын,-5
2815,успокаивать,3
2816,успокоенный,3
2817,успокаивающий,3
2818,сложный,2
2819,больной,-1
2820,печаль,-2
2821,печальный,-2
2822,Прости,-1
2823,просторный,1
2824,спам,-2
2825,спамер,-3
2826,спамеры,-3
2827,рассылка спама,-2
2828,Искра,1
2829,сверкать,3
2830,искрится,3
2831,сверкающий,3
2832,острие,2
2833,спекулятивный,-2
2834,дух,1
2835,энергичный,2
2836,бездуховный,-2
2837,злобный,-2
2838,великолепный,3
2839,испорченный,-2
2840,испорченный,-2
2841,безупречный,2
2842,бодро,2
2843,разбазаривать,-2
2844,растратил,-2
2845,расточительство,-2
2846,расточитель,-2
2847,подавленный,-1
2848,колоть,-2
2849,зарезан,-2
2850,стабильный,2
2851,удары,-2
2852,ларек,-2
2853,остановился,-2
2854,торможение,-2
2855,выносливость,2
2856,давка,-2
2857,вонять,-2
2858,испуганный,-2
2859,поразительный,3
2860,голодать,-2
2861,голодал,-2
2862,голодает,-2
2863,изголодавшийся,-2
2864,стойкий,2
2865,воровать,-2
2866,воровство,-2
2867,ворует,-2
2868,стереотип,-2
2869,стереотипный,-2
2870,задушен,-1
2871,стимулировать,1
2872,стимулированный,1
2873,стимулирует,1
2874,стимулирующий,2
2875,скупой,-2
2876,вонять,-2
2877,вонял,-2
2878,вонючка,-2
2879,вонючий,-2
2880,воняет,-2
2881,вонючий,-2
2882,украл,-2
2883,украденный,-2
2884,останавливаться,-1
2885,остановился,-1
2886,остановка,-1
2887,останавливается,-1
2888,толстый,2
2889,прямой,1
2890,странный,-1
2891,как ни странно,-1
2892,задушен,-2
2893,сила,2
2894,укреплять,2
2895,усиленный,2
2896,укрепление,2
2897,укрепляет,2
2898,сильные стороны,2
2899,стресс,-1
2900,подчеркнул,-2
2901,стрессор,-2
2902,стрессоры,-2
2903,пораженный,-2
2904,забастовка,-1
2905,нападающие,-2
2906,удары,-1
2907,сильный,2
2908,сильнее,2
2909,сильнейший,2
2910,ударил,-1
2911,борьба,-2
2912,боролся,-2
2913,борьба,-2
2914,столкнувшийся с трудностями,-2
2915,упертый,-2
2916,застрявший,-2
2917,ошеломлен,-2
2918,оглушительный,4
2919,тупой,-2
2920,глупость,-3
2921,тупо,-2
2922,учтивый,2
2923,повестка в суд,-2
2924,существенный,1
2925,существенно,1
2926,подрывной,-2
2927,преуспевать,3
2928,удалось,3
2929,успешный,3
2930,преуспевает,3
2931,успех,2
2932,успешный,3
2933,успешно,3
2934,сосать,-3
2935,отстой,-3
2936,Сью,-2
2937,подал в суд,-2
2938,подавать в суд,-2
2939,подает в суд,-2
2940,страдать,-2
2941,пострадал,-2
2942,страдающий,-2
2943,страдающие,-2
2944,страдания,-2
2945,страдает,-2
2946,суицидальный,-2
2947,самоубийство,-2
2948,самоубийства,-2
2949,судиться,-2
2950,подходящее,2
2951,подходит,2
2952,дуться,-2
2953,угрюмый,-2
2954,угрюмый,-2
2955,Солнечный свет,2
2956,супер,3
2957,превосходно,5
2958,начальство,2
2959,служба поддержки,2
2960,поддержанный,2
2961,сторонник,1
2962,сторонники,1
2963,поддерживающий,1
2964,поддерживающий,2
2965,поддерживает,2
2966,Верховный,4
2967,выжил,2
2968,выживающий,2
2969,оставшийся в живых,2
2970,подозревать,-1
2971,подозреваемый,-1
2972,подозревая,-1
2973,подозреваемые,-1
2974,приостановить,-1
2975,приостановленный,-1
2976,подозрительный,-2
2977,устойчивость,1
2978,стабильный,2
2979,устойчиво,2
2980,клянусь,-2
2981,ругань,-2
2982,ругается,-2
2983,милая,2
2984,слаще,3
2985,сладчайший,3
2986,быстрый,2
2987,быстро,2
2988,мошенничество,-3
2989,жульничества,-3
2990,мошенничество,-3
2991,сочувствующий,2
2992,сочувствие,2
2993,портить,-2
2994,испорченный,-2
2995,талант,2
2996,поздно,-2
2997,тускнеть,-2
2998,потускневший,-2
2999,тускнеет,-2
3000,слезы,-2
3001,нежный,2
3002,нежность,2
3003,напряженный,-2
3004,напряжение,-1
3005,ужасный,-3
3006,ужасно,-3
3007,потрясающий,4
3008,ужасно,4
3009,испуганный,-3
3010,ужас,-3
3011,террорист,-2
3012,террористы,-2
3013,терроризировать,-3
3014,терроризировали,-3
3015,терроризирует,-3
3016,благодарить,2
3017,благодарен,2
3018,Благодарность,2
3019,колючий,-2
3020,заботливая,2
3021,легкомысленный,-2
3022,угроза,-2
3023,угрожать,-2
3024,под угрозой,-2
3025,угрожающий,-2
3026,угрожает,-2
3027,угрозы,-2
3028,взволнованный,5
3029,помешать,-2
3030,сорванный,-2
3031,помешать,-2
3032,мешает,-2
3033,робкий,-2
3034,робкий,-2
3035,устала,-2
3036,сиськи,-2
3037,толерантность,2
3038,терпимый,2
3039,беззубый,-2
3040,вершина,2
3041,вершины,2
3042,разорванный,-2
3043,пытка,-4
3044,замученный,-4
3045,пытки,-4
3046,пытки,-4
3047,тоталитарный,-2
3048,тоталитаризм,-2
3049,все,-2
3050,разрекламированный,-2
3051,рекламировать,-2
3052,рекламирует,-2
3053,ядовитый,-3
3054,трагедии,-2
3055,трагедия,-2
3056,трагедия,-2
3057,безмятежный,2
3058,нарушать,-2
3059,грешил,-2
3060,грешит,-2
3061,нарушающий,-2
3062,ловушка,-1
3063,в ловушке,-2
3064,ловушки,-1
3065,травма,-3
3066,травматический,-3
3067,пародия,-2
3068,измена,-3
3069,изменнический,-3
3070,сокровище,2
3071,сокровища,2
3072,дрожь,-2
3073,тремор,-2
3074,тремор,-2
3075,дрожащий,-2
3076,невзгоды,-2
3077,дань уважения,2
3078,обманутый,-2
3079,обман,-2
3080,торжество,4
3081,торжествующий,4
3082,тролль,-2
3083,беда,-2
3084,обеспокоенный,-2
3085,неприятности,-2
3086,тревожный,-2
3087,истинный,2
3088,доверять,1
3089,доверенный,2
3090,трасты,1
3091,опухоль,-2
3092,пизда,-5
3093,тиран,-3
3094,тиранический,-3
3095,тиранический,-3
3096,тиранически,-3
3097,тираны,-3
3098,вездесущий,2
3099,фу,-2
3100,уродство,-3
3101,уродливый,-3
3102,не могущий,-2
3103,неприемлемый,-2
3104,неприемлемый,-2
3105,недооцененный,-2
3106,неутвержденный,-2
3107,непривлекательный,-2
3108,недоступен,-1
3109,бесполезный,-2
3110,не подозревая,-2
3111,невыносимый,-2
3112,невероятный,-1
3113,неверующий,-1
3114,беспристрастный,2
3115,неуверенный,-1
3116,неясно,-1
3117,неудобный,-2
3118,беззаботный,-2
3119,неподтвержденный,-1
3120,неубедительный,-1
3121,в титрах не указан,-1
3122,нерешительный,-1
3123,недоваренный,-2
3124,недооценивать,-1
3125,недооцененный,-1
3126,недооценивает,-1
3127,недооценивать,-1
3128,подорвать,-2
3129,подорванный,-2
3130,подрывает,-2
3131,подрыв,-2
3132,отставать,-2
3133,недостаточно эффективный,-2
3134,неэффективный,-2
3135,отстает,-2
3136,недостойный,-2
3137,нежелательный,-2
3138,беспокойный,-2
3139,безработные,-1
3140,безработица,-2
3141,неравный,-1
3142,непревзойденный,2
3143,неэтичный,-2
3144,без происшествий,-2
3145,несправедливый,-2
3146,неблагоприятный,-2
3147,непригодный,-2
3148,непригодный,-2
3149,несфокусированный,-2
3150,непростительный,-3
3151,неумолимый,-2
3152,невыполненный,-2
3153,несмешной,-2
3154,неблагородный,-2
3155,неблагодарный,-3
3156,несчастный,-2
3157,несчастье,-2
3158,нездоровый,-2
3159,антисанитарный,-2
3160,единый,1
3161,лишенный воображения,-2
3162,не впечатлен,-2
3163,невдохновленный,-2
3164,неразумный,-2
3165,непреднамеренный,-2
3166,не вовлекающий,-2
3167,объединились,1
3168,несправедливый,-2
3169,навряд ли,-1
3170,нелюбимый,-2
3171,нелюбимый,-2
3172,бесподобный,1
3173,немотивированный,-2
3174,неоригинальный,-2
3175,непарламентский,-2
3176,неприятный,-2
3177,неприятность,-2
3178,непрофессиональный,-2
3179,разгадывать,1
3180,неизданный,-2
3181,неизученный,-2
3182,небезопасно,-2
3183,неудовлетворенный,-2
3184,ненаучный,-2
3185,необеспеченный,-2
3186,бескорыстный,2
3187,неурегулированный,-1
3188,непроданный,-1
3189,бесхитростный,-2
3190,нездоровый,-2
3191,неустойчивый,-2
3192,неудержим,2
3193,неудачный,-2
3194,безуспешно,-2
3195,неподдерживаемый,-2
3196,неуверенный,-1
3197,незапятнанный,2
3198,неправда,-2
3199,нежелательный,-2
3200,недостойный,-2
3201,поднимающий настроение,2
3202,шум,-3
3203,расстроена,-2
3204,расстраивает,-2
3205,расстраивает,-2
3206,встревоженный,-2
3207,срочный,-1
3208,полезный,2
3209,полезность,2
3210,бесполезный,-2
3211,бесполезность,-2
3212,нечеткий,-2
3213,подтверждать,1
3214,подтверждено,1
3215,подтверждает,1
3216,подтверждение,1
3217,банальный,-2
3218,приговор,-1
3219,приговоры,-1
3220,наделенный,1
3221,досада,-2
3222,досадный,-2
3223,яркий,3
3224,беспощадный,-2
3225,потерпевший,-3
3226,виктимизация,-3
3227,преследовать,-3
3228,жертва,-3
3229,преследует,-3
3230,виктимизирующий,-3
3231,жертвы,-3
3232,Виктор,3
3233,победители,3
3234,победа,3
3235,победы,3
3236,бдительный,3
3237,сила,3
3238,мерзкий,-3
3239,оправдывать,2
3240,подтвержден,2
3241,оправдывает,2
3242,оправдание,2
3243,нарушать,-2
3244,нарушен,-2
3245,нарушает,-2
3246,нарушение,-2
3247,нарушение,-2
3248,нарушения,-2
3249,насилие,-3
3250,связанный с насилием,-3
3251,жестокий,-3
3252,яростно,-3
3253,добродетельный,2
3254,ядовитый,-2
3255,зрение,1
3256,провидец,3
3257,видение,1
3258,видения,1
3259,жизнеспособность,3
3260,витамин,1
3261,язвительный,-3
3262,жизнерадостный,3
3263,ярко,2
3264,громкий,-1
3265,рвота,-3
3266,вырвало,-3
3267,рвота,-3
3268,рвота,-3
3269,уязвимость,-2
3270,уязвимый,-2
3271,выходить,-2
3272,забастовки,-2
3273,дрочить,-3
3274,хотеть,1
3275,война,-2
3276,военное дело,-2
3277,теплый,1
3278,сердечный,2
3279,тепло,2
3280,тепло,2
3281,предупреждать,-2
3282,предупрежден,-2
3283,предупреждение,-3
3284,предупреждения,-3
3285,предупреждает,-2
3286,трата,-1
3287,потрачены впустую,-2
3288,тратить впустую,-2
3289,колеблющийся,-1
3290,слабый,-2
3291,ослабленный,-2
3292,слабое место,-2
3293,слабые стороны,-2
3294,богатство,3
3295,богаче,2
3296,богатый,2
3297,усталый,-2
3298,плакать,-2
3299,плач,-2
3300,странный,-2
3301,Добро пожаловать,2
3302,приветствовал,2
3303,приветствует,2
3304,благополучие,2
3305,хорошо защищенный,3
3306,хорошо развитый,2
3307,хорошо зарекомендовавший себя,2
3308,хорошо сфокусированный,2
3309,ухоженный,2
3310,стройный,2
3311,причудливый,1
3312,обелить,-3
3313,шлюха,-4
3314,безнравственный,-2
3315,овдовевший,-1
3316,готовность,2
3317,выиграть,4
3318,победитель,4
3319,победа,4
3320,выигрывает,4
3321,Winwin,3
3322,мудрость,1
3323,желание,1
3324,пожелания,1
3325,желая,1
3326,снятие,-3
3327,остроумие,2
3328,горе,-2
3329,печальный,-3
3330,выиграл,3
3331,замечательный,4
3332,чудесно,4
3333,ууу,3
3334,уууу,3
3335,уооо,4
3336,Вот это да,4
3337,изношенный,-1
3338,волновался,-3
3339,заботы,-3
3340,волноваться,-3
3341,беспокойство,-3
3342,хуже,-3
3343,ухудшаться,-3
3344,ухудшился,-3
3345,ухудшение,-3
3346,ухудшается,-3
3347,поклонялись,3
3348,наихудший,-3
3349,стоящий,2
3350,бесполезный,-2
3351,достойный,2
3352,Вот это да,4
3353,вау,4
3354,вау,4
3355,гневный,-3
3356,крушение,-2
3357,мучительный,-2
3358,неправильно,-2
3359,проступок,-2
3360,проступки,-2
3361,обиженный,-2
3362,неправомерный,-2
3363,неправомерно,-2
3364,неправильно,-2
3365,wtf,-4
3366,wtff,-4
3367,wtfff,-4
3368,хо,3
3369,xoxo,3
3370,xoxoxo,4
3371,xoxoxoxo,4
3372,Ага,1
3373,тоска,1
3374,ага,2
3375,да,1
3376,молодой,2
3377,противный,-2
3378,вкусный,3
3379,фанатик,-2
3380,фанатики,-2
3381,усердный,2
