,text,rubric
3558,"Российский певец Оскар (настоящее имя — Шамиль Малкандуев) объявил себя трансгендерной женщиной. Об этом сообщает издание «Открытые». Теперь исполнитель хита «Между мной и тобой» называет себя Скарлетт. «Я никогда не стеснялась своей женственности и не прятала ее. Поэтому в школе было очень сложно ассимилироваться и найти друзей. Благодаря увлечению музыкой мне удалось создать свою вселенную и не позволять обыденности захватить меня», — поделилась артистка. Она пояснила, что после переезда в Москву ей стало легче быть собой, однако из-за внешнего вида на нее иногда нападали скинхеды. Скарлетт призналась, что в определенный момент жизни погрузилась в религию и думала завести семью. Она объяснила подобные мысли внутренним поиском и ощущением собственной грешности. «Если ты человек с ""нормальной ориентацией"" с точки зрения религии, то имеешь право наслаждаться сексом в браке, имеешь право любить. Но если ты не испытываешь интереса к противоположному полу, ты для многих священнослужителей автоматически будешь гореть в аду. Но разве у человека можно отобрать право на любовь?» — отметила исполнительница. Она рассказала, что в 2018 году переехала в США, где продолжает заниматься музыкой. Скоро у певицы выйдет трек CHOCOLATE, который она надеется представить в России. Оскар стал популярен в начале 2000-х годов. Среди наиболее известных хитов артиста —  «Между мной и тобой», «Мажь вазелином» и «Бег по острию ножа».",Культура
3560,"Французский биатлонист Мартен Фуркад в  эфире  «Матч ТВ» посчитал, что ему не за что извиняться перед россиянином  Александром Логиновым . Фуркад заявил, что не критиковал Логинова после его победы в спринте на чемпионате мира. «Я не стану извиняться за то, что кто-то из спортсменов открыто высказал недовольство в его сторону. Потому что я в тот момент ничего не говорил. Мне не за что извиняться», — объяснил француз. Биатлонист добавил, что ему не понравилось поведение Логинова после его победы. «Я был расстроен тем, что чемпион мира не может выразить свою позицию для медиа без переводчика», — сказал он. 15 февраля Логинов выиграл золотую медаль в спринте. После победного старта с критикой на спортсмена обрушились иностранные биатлонисты, в частности норвежцы Йоханнес и Тарьей Бе и швед  Себастьян Самуэльссон . Фуркад в  интервью  L’Equipe назвал грустным, что россиянин отказался общаться с прессой. Сам француз  занял  в гонке третье место. Фуркад неоднократно  критиковал  Логинова за употребление допинга. В частности, он обвинял россиянина в том, что тот не объяснился перед другими биатлонистами.",Спорт
3561,"Главный налоговик России, руководитель  Федеральной налоговой службы  (ФНС)  Даниил Егоров  отказался считать подчиненных «карателями», необоснованно строго наказывающими компании за уменьшение налогооблагаемой базы, пишет принадлежащее  Григорию Березкину  РБК. Егоров ответил на вопрос о применении статьи 54.1 Налогового кодекса, которая регулирует вопросы исчисления налогооблагаемой базы и размера уплачиваемых работодателями страховых взносов. Многие корпоративные юристы и руководители компаний высказывают недовольство тем, как применяются нормы этой статьи. По их утверждению, сумма доначислений налогов на прибыль и НДС зачастую намного превышает реально не уплаченные в бюджет средства, а штрафы оказываются непосильными для компаний, в результате чего те просто прекращают существование. Также нередки случаи, когда налоги доначисляются исходя из выручки, а не прибыли, как того требует экономическая логика. Также юристы высказывали недовольство нормой статьи 54.1, запрещающей компаниям сделок привлекать к работам посторонних исполнителей. Согласно позиции ФНС, такие сделки являются фиктивными и совершаются с целью уклонения от налогов. «На сегодняшний день есть около 180 споров с налогоплательщиками по ст. 54.1 НК в судах. Я сомневаюсь, что эти цифры можно назвать очень большими для всей Российской Федерации», — отметил Егоров, добавив, что ФНС выигрывает около 85 процентов таких споров. При этом опрошенные изданием юристы считают, что относительно небольшое число судебных разбирательств обусловлено ликвидацией и банкротством нарушителей до начала процессов.",Экономика
3567,"Двукратный олимпийский чемпион  Евгений Плющенко  посчитал, что российские фигуристки  Алина Загитова  и  Евгения Медведева  могли бы зарабатывать больше при грамотном менеджменте. Об этом он рассказал в интервью «Спорт-Экспрессу». «Понимаю, что эти суммы, которые они получают, для многих большие, но с учетом результатов и популярности Загитова и Медведева должны получать совершенно другие деньги», — заявил Плющенко. Он привел в пример своего семилетнего сына, у которого четыре крупных спонсорских контракта. Спортсмен не назвал сумму заработков сына. 11 января « Аргументы и факты »  опубликовали  информацию о зарплатах российских фигуристок в ледовых шоу. По данным газеты, Загитова за каждый выход получала около десяти тысяч долларов, Медведева — около 2,5 тысячи долларов. Загитова — олимпийская чемпионка 2018 года, победительница чемпионата мира и Европы. На счету Медведевой серебро Игр в Пхенчхане, а также по две победы на первенствах мира и Европы.",Спорт
3571,"Тренер российского бойца смешанного стиля (MMA)  Хабиба Нурмагомедова   Хавьер Мендес  поделился мнением об опасных сторонах его будущего соперника — американца  Тони Фергюсона . Слова наставника передает MMA junkie. Мендес признал, что предстоящий поединок на турнире Абсолютного бойцовского чемпионата (UFC) не будет для 31-летнего россиянина легким. «Он способен нас приложить, как и мы его. Моя задача — постараться сделать так, чтобы выиграл Хабиб», — заявил Мендес. «Успех кроется и в том, чтобы принять опасные стороны Тони: его локти, болевые и удушающие приемы, невероятная выносливость», — отметил наставник Нурмагомедова. 14 февраля россиянин прибыл в Сан-Хосе, где продолжит подготовку к поединку на UFC 249, который  пройдет  19 апреля. Поединок двух бойцов отменялся уже четыре раза. Фергюсон, как и Нурмагомедов, обладатель серии из 12 побед в UFC. Это лучший результат среди действующих и не прерывавших выступления бойцов. Нурмагомедов — действующий чемпион UFC в легком весе. На его счету 28 побед. Фергюсон в прошлом становился временным чемпионом в данной весовой категории.",Спорт
3573,"Иностранцы резко нарастили вложения в Россию в 2019 году. Их объем вырос на 49,5 процента, пишет принадлежащее  Григорию Березкину  издание  РБК  со ссылкой на исследование КПМГ. Общий объем покупок российских активов иностранными компаниями достиг 20,9 миллиарда долларов. Рост вложений наблюдался на фоне стабилизации экономической обстановки. Так, инвесторы увидели адаптацию России к санкциям и преодоление зависимости от высоких цен на нефть, пишет издание. Кроме того, роль сыграли успешное применение бюджетного правила, запуск нацпроектов и низкий уровень госдолга, заявила руководитель отдела инвестиций и рынков капитала КПМГ  Лидия Петрашова . Она добавила, что уверенности инвесторам в российском рынке добавило снятие санкций с  «Русала» ,  En+  и  «Евросибэнерго»  в начале 2019 года. В конце прошлого года Россию и российские компании  назвали  самым выгодным направлением для инвестиций. Главными причинами доходности вложений стали благоприятная рыночная конъюнктура, цены на нефть, стабильный рубль и снижение ключевой ставки  Центробанком .",Экономика
3576,"Московский метрополитен занял 17 место в  составленном   Forbes  Woman российском рейтинге компаний, в которых у женщин наибольшие возможности для построения успешной карьеры. При составлении рейтинга учитывались доля женщин в общей численности сотрудников предприятия, оплата труда, карьерные возможности для женщин и другие факторы. Коллектив Московского метрополитена насчитывает порядка 60 тысяч работников, из них более 21 тысячи — женщины. За последние 10 лет количество работающих в метро женщин выросло на 20 процентов: в 2011 году их было около 17,4 тысячи. Женщины в Московском метро женщины работают на всех уровнях: среди специалистов, обеспечивающих исправность инфраструктуры и среди сотрудников, отвечающих за работу с пассажирами, среди диспетчерского и инженерного персонала, среди представителей рабочих профессий и в управленческом составе Мосметро. Издание напоминает, что в декабре 2019 года метрополитен разработал учебный план и собрал первую группу для обучения женщин-машинистов, поскольку с 2021 года эта профессия исключена из списка должностей, в котором ограничивается применение труда женщин. В 2019 году более 8000 женщин прошли обучение в Учебно-производственном центре метрополитена более, чем по 60 видам программ подготовки, переподготовки и повышения квалификации из 135 реализованных в прошлом году. Московский метрополитен, открытый 15 мая 1935 года, — это основа транспортной системы столицы. На сегодняшний день доля Московского метрополитена в перевозке пассажиров среди предприятий городского пассажирского транспорта столицы составляет около 56 процентов. Ежедневно по 15 линиям метрополитена (включая Московское центральное кольцо (МЦК) и Московскую монорельсовую транспортную систему) с 275 станциями (238 станций метро, 31 станция МЦК и 6 станций монорельса) пропускается более 12 тысяч поездов. По интенсивности движения, надежности и объемам перевозок Московский метрополитен стабильно занимает 1 место в мире. Он в первой тройке метрополитенов мира практически по всем другим показателям. 25 процентов станций метро испытывают суммарную суточную нагрузку более 50 тысяч пассажиров. Наиболее загруженными на сегодняшний день являются станции Комсомольская (Кольцевая линия), Новогиреево, Щелковская, Выхино, Новокосино, ВДНХ, Бауманская, через которые ежедневно проходят от 80 до 138 тысяч человек.",Экономика
3579,"Православный бизнесмен, владелец  телеканала «Царьград»   Константин Малофеев , ответил скандальной телеведущей Алене Водонаевой, которая заявила на него в полицию. Малофеев пообещал юридическую поддержку всем оскорбленным Водонаевой и заявил, что общество не намерено «спускать таким барышням откровенное хамство». Месяц назад светская львица, бывшая звезда «Дома-2» Алена Водонаева написала скандальный пост в инстаграмме, где утверждала, что в России в большинстве рожает «необразованное быдло», которому «не хватает ума» осознать, как правильно воспитывать детей. Многодетные семьи, которые живут в нищете, Водонаева «презирает», и призывает своих подписчиков «не рожать рабов этому государству». Пост подвергся многочисленной критике. Сомнительную позицию телеведущей осудили политики, актеры и общественные деятели. Полиция начала проверку постов Водонаевой по статье «Возбуждение ненависти или вражды». Константин Малофеев в эфире программы «Время покажет» заявил, что намерен лично контролировать ход полицейской проверки и призвал телеведущую извиниться. Однако та и не думала приносить извинения, а вместо этого попросила полицию проверить самого Малофеева на предмет нарушения статьи «Воспрепятствование осуществлению правосудия и производству предварительного расследования». Бизнесмен в ответ заявил, что уважение к многодетным семьям обязывает его защитить их достоинство. «Водонаева оскорбила людей, которые растят детей в России, растят зачастую в тяжелейших бытовых условиях, — сказал Константин Малофеев. — Выпускница ""института благородных девиц Дома-2"", ""писательница"" Водонаева называет их ""необразованным быдлом"", берет на себя смелость рассуждать о праве наших сограждан на материнский капитал. Эти люди не участвуют в реалити-шоу, но уважение к реальности их жизни, в которой ни времени, ни сил, ни денег на адвокатов — требует вмешаться и защитить их достоинство. Они обращаются к нам, в Правозащитный центр Всемирного русского народного собора, а мы бесплатно помогаем им с юридической поддержкой». Бизнесмен отметил, что заявления всех оскорбленных Водонаевой людей будут внимательно рассмотрены  правоохранительными органами . «Я обещаю, что заявления возмущенных оскорблениями Водонаевой граждан будут приняты и рассмотрены со всем вниманием и  прокуратурой , и полицией, и судом, — заявил Малофеев. — Водонаевой и ей подобным это станет хорошим уроком — за прекрасных родителей, которые работают в поте лица, чтобы вырастить своих детей, есть кому постоять. Общество не может и не будет спускать таким барышням откровенное хамство».",Экономика
3585,"Проблему перекрестного субсидирования пытаются решить уже не первый год. Представители среднего и малого бизнеса существующую ситуацию считают дискриминационной. А предложение распределить перекрестное субсидирование в электроэнергетике  равномерно на всю промышленность обсуждалось еще семь лет назад. Но в этом случае увеличится плата за электроэнергию для крупных промышленных предприятий, которые всячески стараются подобных реформ избежать. Вице-премьер нового правительства  Юрий Борисов , курирующий промышленность и ТЭК, 10 февраля провел первое совещание по сетевым тарифам в электроэнергетике, где обсуждалось предложение  Минэнерго  о реформировании системы тарифообразования в электроэнергетике и, в частности, о дифференциации тарифов  Федеральной сетевой компании  (ФСК) для присоединенных напрямую к сетям ЕНЭС крупных промышленных потребителей. В результате предложение было отправлено на доработку специально созданной рабочей группе. О сути проблем российского электроэнергетического комплекса и причинах возмущения средних и мелких промышленных предприятий — в материале  «Ленты.ру» . Перекрестное субсидирование в электроэнергетике появилось в России в 90-е годы прошлого века, в период острого экономического кризиса, для социальной поддержки обнищавшего населения, оказавшегося не в состоянии самостоятельно оплачивать коммунальные услуги в полном объеме. Тогда-то и было решено переложить эту проблему на промышленный бизнес, повысив тарифы на электроэнергию для промышленных предприятий. Таким образом поставщик энергоресурсов компенсирует недополученные от населения деньги за счет промышленности и бизнеса. И все промышленные предприятия-энергопотребители стали платить по одинаковым тарифам с учетом перекрестного субсидирования. Но в 2011 году под давлением лоббистов крупной промышленности было принято решение о дифференциации оплаты. И тарифы для подключенных напрямую к ФСК, то есть к магистрали, — а это в основном крупные промышленные предприятия — стали минимальными, а все остальные, то есть предприятия среднего и малого бизнеса, начали платить по завышенным тарифам с учетом перекрестного субсидирования. По данным ФАС России, в 2019 году величина перекрестного субсидирования в электросетевом комплексе Российской Федерации составила около 238 миллиардов рублей в год. При этом, по информации пресс-службы Минэнерго, «весь объем перекрестного субсидирования учитывается только в тарифах на услуги по передаче электрической энергии территориальных сетевых организаций (распределительные сети) и не учитывается в тарифах на услуги по передаче электрической энергии по единой национальной (общероссийской) электрической сети (магистральные сети)». Поэтому в ведомстве считают, что «отсутствие учета перекрестного субсидирования в тарифах на услуги по передаче электрической энергии по единой национальной (общероссийской) электрической сети привело к тому, что крупные потребители, чьи энергопринимающие устройства присоединены к магистральным сетям ПАО ""ФСК ЕЭС"", не несут социальной нагрузки по перекрестному субсидированию, что создает для них дополнительные экономические преференции по отношению к потребителям, энергопринимающие устройства которых присоединены к территориальным сетевым организациям (распределительным сетям)». Так, по оценке Минэнерго России, сегодня тариф для потребителей ФСК в 3,5 раза ниже тарифа для потребителей территориальных сетей, подключенных на высоком уровне напряжения, и в 9 раз ниже для потребителей, подключенных на низком уровне напряжения. Это привело к тому, что «в одном и том же регионе у промышленных потребителей со схожей отраслевой принадлежностью и имеющих близкие характеристики электропотребления, платеж за услуги по передаче электрической энергии существенно отличается», — сообщила пресс-служба Минэнерго. По словам Сергея Пикина, директора Фонда энергетического развития, сложилась ситуация, когда «предприятия среднего и малого бизнеса получают энергию не по два-три рубля, как крупный бизнес, а по шесть, семь, восемь, девять и больше, в зависимости от региона, от котла и еще некоторых условий».  Сергей Пикин  подчеркнул, что, в отличие от крупного бизнеса, малый и средний экспортно не ориентированы, они работают на внутренний рынок: «У них нет, например, возможности получать дополнительную маржу за счет разницы курсов национальных валют, они, как правило, имеют худшие условия по финансированию, то есть условия ведения бизнеса другие». В июле прошлого года  Минэкономразвития  выступило с идеей ликвидировать перекрестное субсидирование в электроэнергетике за счет бюджета. Для этого были необходимы 402 миллиарда рублей ежегодно. Был даже опубликован проект указа на сайте regulation.gov.ru, но уже на следующий день с сайта его удалили.  Максим Орешкин  сказал тогда, что для решения проблемы перекрестного субсидирования «сейчас источников нет». И проблема, которую представители среднего и малого промышленного бизнеса считают откровенно дискриминационной, осталась. В целях решения этой проблемы Минэнерго России предложило «установить возможность равномерного распределения величины перекрестного субсидирования на все категории потребителей, за исключением населения и приравненных к нему категорий потребителей, независимо от их присоединения к магистральным или распределительным электрическим сетям». По инициативе ведомства новое правительство решило вернуться к этой теме, и по поручению вице-премьера Юрия Борисова была создана рабочая комиссия по реформе перекрестного финансирования. Предложенная министерством новая схема предполагает повышение тарифа на передачу энергии по магистральным сетям и снижение затрат на получение электроэнергии малым и средним бизнесом через распределительные сети с 2021 года. По словам Ильи Долматова, директора Института проблем ценообразования и регулирования естественных монополий  ВШЭ , речь идет не о сокращении перекрестного субсидирования: «Дискуссия строится вокруг справедливого распределения расходов между всеми участниками, чтобы часть расходов перекрестного субсидирования переложить на плечи крупных энергопотребителей, чтобы бремя перекрестного субсидирования несли все. Идея в этой части разумная». Наталья Готова, директор департамента по связям с органами власти Ассоциации НП ТСО, считает, что предложение по дифференциации тарифов устраняет перекос в сторону крупных промышленных потребителей, который сложился протяжении последних восьми лет, пока они получали преференции: «Минэнерго, а за ним и правительство пытаются вернуть ситуацию в состояние статус кво, как было восемь лет назад, до отмены ""последней мили"". Тогда ведь платили все более-менее одинаково — и крупная промышленность, и малый и средний бизнес». Член правительственной комиссии по электроэнергетике, президент Общероссийской общественной организации малого и среднего предпринимательства «Опора России»  Александр Калинин  отмечает, что сегодня в рамках ценового регулирования сложилась очень опасная ситуация: «У нас для тех, кто подключен к ФСК, тариф 25 копеек за киловатт-час. А для этих же крупных предприятий, потребляющих значительные объемы электроэнергии, — речь не идет о малом бизнесе, но подключенных к сетям распределительного комплекса, а это часто одни и те же подстанции, — тариф и 1 рубль 25 копеек может быть». Чтобы уйти от переплаты региональным сетевым компаниям, крупный промышленный бизнес либо ставит подстанцию высокого напряжения и переходит в Федеральную сетевую компанию, если разрешают это сделать, либо строит блок-станцию, как это недавно сделали, например,  «Лукойл»  и  «Сургутнефтегаз»  и перестает потреблять энергию из единой энергетической системы. По мнению Калинина, «после того, как крупные производители уходят из единой энергетической системы, остается все меньше потребителей у региональных сетевых компаний, и сетевые тарифы размазываются — у нас там галопирующие цены». Александр Калинин видит смысл инициативы Минэнерго не в том, чтобы отнять у кого-то и отдать другим: «Они хотят разницу между теми, кто подключен к ФСК, и теми, кто подключен по высокому напряжению к региональным сетевым компаниям, снизить, чтобы она не была такой драматичной. Таким образом прекратятся и уходы из единой энергетической системы». По мнению Ильи Долматова, когда восемь лет назад появились преференции для подключенных напрямую к ФСК, были надежды, что сокращаться будет и сам объем перекрестного субсидирования: «Но мы живем в экономических реалиях, когда ожидать снижения перекрестного субсидирования не приходится, сейчас на повестке — вопрос его равномерного справедливого распределения». Сергей Пикин считает, что здесь есть две справедливости — экономическая и социальная: «С точки зрения экономической, это решение не выглядит идеальным. Но с точки зрения социальной, а мы строим нашу политику в этом направлении, оно оправдано». Принятию решения по реформированию, естественно, всячески препятствуют лоббисты промышленных гигантов, не желающих терять преференции. Причем, как отмечают эксперты, до смены правительства дискуссия по этому вопросу проходила в спокойном режиме, сейчас же, например, в профильных пабликах вырос градус агрессии. «Они что, думают, что новые руководители возьмут и отменят ""перекрестку""? Но новое правительство тоже не с другой планеты прилетело и ситуацию понимает, — удивляется Наталья Готова. — Ситуация, когда средний и малый бизнес тянут на себе крупный, вечной быть не может. Над устранением перекосов надо работать, обсуждать, а не кричать о неэффективности. Риторика лоббистов бизнеса стала агрессивной». В Минэнерго считают, что «принятие законопроекта в текущих социально-экономических условиях, с одной стороны, не приведет к дополнительному росту тарифов на электрическую энергию для населения, а с другой — создаст дополнительные условия для развития малого и среднего бизнеса, устранит имеющийся диспаритет цен между потребителями и существующую недобросовестную конкуренцию между промышленными потребителями, а также позволит компенсировать сложившиеся негативные экономические последствия в электросетевом комплексе Российской Федерации».",Экономика
3586,"Деонтей Уайлдер  встретит  Тайсона Фьюри  в бою за звание чемпиона мира по боксу в супертяжелом весе. На кону — титул Всемирного боксерского совета (WBC) и вакантный пояс The Ring. В декабре 2018 года Бронзовый Бомбардировщик и Цыганский Король не выявили победителя, и реванша ждет весь боксерский мир.  Сделайте бесплатную ставку 500 рублей на бой Уайлдер — Фьюри : для этого зарегистрируйтесь в Olimp.bet и пройдите проверку личности. Букмекер дает фрибет всем новым клиентам даже без внесения денег на счет! Боксерский вечер, в рамках которого состоится второй поединок Уайлдера и Фьюри, пройдет на арене MGM Grand в Лас-Вегасе в ночь на 23 февраля 2020 года. Главный бой начнется примерно в 08:00 по московскому времени. Поединок Деонтея Уайлдера против Тайсона Фьюри в России покажет « Рен ТВ ». Прямая полная видеотрансляция боя Деонтей Уайлдер — Тайсон Фьюри начнется 23 февраля в 07:30 по московскому времени. Онлайн-трансляцию боя в России проведет официальный сайт «Рен ТВ». Но  букмекеры принимают ставки и дают денежные бонусы уже сейчас . Букмекер Olimp.bet считает, что действующий чемпион мира по версии WBC Деонтей Уайлдер — фаворит боя с небольшим перевесом. Шансы американца эксперты компании оценили коэффициентом 1.89, что соответствует 49 процентам вероятности. На успех Тайсона Фьюри предлагают коэффициент 1.95 (47 процентов). Ничья маловероятна: на нее ставят за 25.00 (4 процента). Сделать ставку на досрочную победу Деонтея Уайлдера в Olimp.bet предлагает с коэффициентом 2.35. На его же триумф по очкам дают 11.00. Шансы Фьюри выиграть досрочно букмекеры оценили коэффициентом 6.00, а на успех Цыганского Короля по очкам можно сделать ставку за 2.60. Букмекеры считают равными шансы на то, что матч продлится все 12 раундов и что он окончится досрочно победой любого боксера — коэффициент около 1.90 на каждый из двух возможных исходов. Воспользуйтесь коэффициентами, пока они высоки:  сделайте ставку на бой Уайлдер — Фьюри с бонусом 500 рублей без депозита  в Olimp.bet. 34-летний Уайлдер после ничьей с Фьюри провел два поединка. 18 мая 2019 года американец в первом раунде отправил в нокаут соотечественника  Доминика Бризила . 23 ноября 2019 года Деонтей в седьмом раунде нокаутировал  Луиса Ортиса . У Уайлдера в профессиональной боксерской карьере 42 победы, из которых 41 нокаутом, и одна ничья. Деонтей считает, что бой закончится быстро в случае активных атак со стороны Фьюри. «Как вы все знаете, я прессинговал его весь первый поединок, он избегал открытого боя со мной. Если во время реванша он собирается сделать обратное и атаковать меня, выкладываясь по полной, то, вы знаете, это будет интересный бой. Это будет короткая ночь бокса, но интересная битва. Насчет интересных боев и коротких ночей вы всегда можете на меня рассчитывать, потому что мне не платят за сверхурочные», — заявил Уайлдер. 31-летний Фьюри после ничьей с Уайлдером также провел два боя. 15 июня 2019 года Тайсон техническим нокаутом в 12-м раунде победил  Тома Шварца . 14 сентября 2019 года Цыганский Король выиграл у Отто Валлина единогласным решением судей. У Фьюри в профессиональном боксе 29 побед, из которых 20 нокаутом, и одна ничья. Тайсон намекнул, что завершит карьеру в случае победы над Уайлдером. «Когда я побью Уайлдера, я закончу игру. Она будет завершена. Я выиграю каждый пояс, который только можно выиграть: от второстепенного до крупного. Дважды выиграю пояс The Ring, став вторым таким человеком в истории – после  Мохаммеда Али . Поэтому мне больше не нужно сражаться. Какой смысл? Что я от этого получу?» — сказал Фьюри. Свои прогнозы на поединок Деонтея Уайлдера и Тайсона Фьюри в 2020 году уже дали  Майк Тайсон ,  Энтони Джошуа  и  Диллиан Уайт . Легендарный Майк Тайсон отдает предпочтение Фьюри в поединке за звание чемпиона мира в супертяжелом весе: «Я всегда болею за него, потому что его назвали в мою честь. Это естественно, не так ли? Это действительно будет очень интересный бой, ведь обоим парням есть что доказывать. Я желаю победы Фьюри. Я всегда поддерживаю Тайсона», — отметил Майк. Действующий чемпион мира по версиям Международной боксерской федерации (IBF), Всемирной боксерской ассоциации (WBA), Всемирной боксерской организации (WBO) и Международной боксерской организации (IBO) в тяжелом весе Энтони Джошуа также считает фаворитом Фьюри. «В первом поединке Уайлдер — Фьюри была ничья, был очень близкий бой. Думаю, что Тайсон исправит ошибки, вернется и выиграет», — сообщил Джошуа. Временный чемпион мира по версии WBC в тяжелом весе Диллиан Уайт признал, что многое зависит от плана Фьюри на бой. «Если Тайсон проведет бой в размеренном темпе, его шансы на победу составят 60-70 процентов. Если Тайсон постарается нокаутировать Уайлдера, то фаворитом станет Деонтей», — предположил Уайт. На кого поставите вы? Букмекерская компания Olimp.bet предлагает  получить бесплатную ставку 500 рублей на бой Уайлдер — Фьюри . Зарегистрируйтесь, подтвердите личность и получите бонус без депозита!",Спорт
